frame,stage,timestamp_ms
291,frame:in,1.7598e+12
291,frame:out,1.7598e+12
292,frame:in,1.7598e+12
292,frame:out,1.7598e+12
293,frame:in,1.7598e+12
293,frame:out,1.7598e+12
294,frame:in,1.7598e+12
294,frame:out,1.7598e+12
295,frame:in,1.7598e+12
295,frame:out,1.7598e+12
296,frame:in,1.7598e+12
296,frame:out,1.7598e+12
297,frame:in,1.7598e+12
297,frame:out,1.7598e+12
298,frame:in,1.7598e+12
298,frame:out,1.7598e+12
299,frame:in,1.7598e+12
299,frame:out,1.7598e+12
300,frame:in,1.7598e+12
300,frame:out,1.7598e+12
301,frame:in,1.7598e+12
301,frame:out,1.7598e+12
302,frame:in,1.7598e+12
302,frame:out,1.7598e+12
303,frame:in,1.7598e+12
303,frame:out,1.7598e+12
304,frame:in,1.7598e+12
304,frame:out,1.7598e+12
305,frame:in,1.7598e+12
305,frame:out,1.7598e+12
306,frame:in,1.7598e+12
306,frame:out,1.7598e+12
307,frame:in,1.7598e+12
307,frame:out,1.7598e+12
308,frame:in,1.7598e+12
308,frame:out,1.7598e+12
309,frame:in,1.7598e+12
309,frame:out,1.7598e+12
310,frame:in,1.7598e+12
310,frame:out,1.7598e+12
311,frame:in,1.7598e+12
311,frame:out,1.7598e+12
312,frame:in,1.7598e+12
312,frame:out,1.7598e+12
313,frame:in,1.7598e+12
313,frame:out,1.7598e+12
314,frame:in,1.7598e+12
314,frame:out,1.7598e+12
315,frame:in,1.7598e+12
315,frame:out,1.7598e+12
316,frame:in,1.7598e+12
316,frame:out,1.7598e+12
317,frame:in,1.7598e+12
317,frame:out,1.7598e+12
318,frame:in,1.7598e+12
318,frame:out,1.7598e+12
319,frame:in,1.7598e+12
319,frame:out,1.7598e+12
320,frame:in,1.7598e+12
320,frame:out,1.7598e+12
321,frame:in,1.7598e+12
321,frame:out,1.7598e+12
322,frame:in,1.7598e+12
322,frame:out,1.7598e+12
323,frame:in,1.7598e+12
323,frame:out,1.7598e+12
324,frame:in,1.7598e+12
324,frame:out,1.7598e+12
325,frame:in,1.7598e+12
325,frame:out,1.7598e+12
326,frame:in,1.7598e+12
326,frame:out,1.7598e+12
327,frame:in,1.7598e+12
327,frame:out,1.7598e+12
328,frame:in,1.7598e+12
328,frame:out,1.7598e+12
329,frame:in,1.7598e+12
329,frame:out,1.7598e+12
330,frame:in,1.7598e+12
330,frame:out,1.7598e+12
331,frame:in,1.7598e+12
331,frame:out,1.7598e+12
332,frame:in,1.7598e+12
332,frame:out,1.7598e+12
333,frame:in,1.7598e+12
333,frame:out,1.7598e+12
334,frame:in,1.7598e+12
334,frame:out,1.7598e+12
335,frame:in,1.7598e+12
335,frame:out,1.7598e+12
336,frame:in,1.7598e+12
336,frame:out,1.7598e+12
337,frame:in,1.7598e+12
337,frame:out,1.7598e+12
338,frame:in,1.7598e+12
338,frame:out,1.7598e+12
339,frame:in,1.7598e+12
339,frame:out,1.7598e+12
340,frame:in,1.7598e+12
340,frame:out,1.7598e+12
341,frame:in,1.7598e+12
341,frame:out,1.7598e+12
342,frame:in,1.7598e+12
342,frame:out,1.7598e+12
343,frame:in,1.7598e+12
343,frame:out,1.7598e+12
344,frame:in,1.7598e+12
344,frame:out,1.7598e+12
345,frame:in,1.7598e+12
345,frame:out,1.7598e+12
346,frame:in,1.7598e+12
346,frame:out,1.7598e+12
347,frame:in,1.7598e+12
347,frame:out,1.7598e+12
348,frame:in,1.7598e+12
348,frame:out,1.7598e+12
349,frame:in,1.7598e+12
349,frame:out,1.7598e+12
350,frame:in,1.7598e+12
350,frame:out,1.7598e+12
351,frame:in,1.7598e+12
351,frame:out,1.7598e+12
352,frame:in,1.7598e+12
352,frame:out,1.7598e+12
353,frame:in,1.7598e+12
353,frame:out,1.7598e+12
354,frame:in,1.7598e+12
354,frame:out,1.7598e+12
